ExtractionType,EventDescription,Start,End,Duration(s),Text_length,Aligned,EventType
Machine Learning Extracted Event,"At the rented house, SOMEONE stands.",1:37:57,1:38:02,5,36,Fail,
Machine Learning Extracted Event,In the living room. A girl spray champagne.,1:38:00,1:38:05,5,43,Fail,
Machine Learning Extracted Event,He thoughtfully rumples his lips.,1:39:02,1:39:08,6,33,Fail,
Machine Learning Extracted Event,Back in the deposition.,1:39:10,1:39:16,6,23,Fail,
Machine Learning Extracted Event,SOMEONE sits with his back to SOMEONE and the rest of the table.,1:39:28,1:39:34,6,64,Success,
Machine Learning Extracted Event,He swivels his chair around to lock eyes with SOMEONE.,1:39:39,1:39:45,6,54,Fail,
Machine Learning Extracted Event,SOMEONE stares back stonily. SOMEONE swivels away.,1:39:48,1:39:54,6,50,Fail,
Machine Learning Extracted Event,"In a flashback, at the Facebook office.",1:40:10,1:40:15,5,39,Fail,
Machine Learning Extracted Event,He sips a beer and the friends share a smile.,1:40:29,1:40:34,5,45,Fail,
Machine Learning Extracted Event,"Office building. Grinning after him, SOMEONE kisses his fingers, flips off the building with both hands and returns to his SUV.",1:41:09,1:41:19,10,127,Fail,
Machine Learning Extracted Event,SOMEONE arrives at Facebook headquarters.,1:41:44,1:41:50,6,41,Fail,
Machine Learning Extracted Event,He swivels his chair around and glares accusingly.,1:41:53,1:41:58,5,50,Fail,
Machine Learning Extracted Event,"At the thriving headquarters, a Facebook lawyer beacons SOMEONE into a glass enclosed conference room.",1:42:00,1:42:09,9,102,Fail,
Machine Learning Extracted Event,SOMEONE picks up a contract and reads. The lawyer averts his gaze.,1:42:15,1:42:23,8,66,Fail,
Machine Learning Extracted Event,"In the conference room, SOMEONE's expression darkens.",1:42:21,1:42:27,6,53,Success,
Machine Learning Extracted Event,"Through the glass enclosure, we view the lawyer explaining. SOMEONE spies SOMEONE at a distance in headphones working at a station across the main floor.",1:42:31,1:42:42,11,153,Success,
Machine Learning Extracted Event,SOMEONE perches on a nearby desk. SOMEONE bursts from the room.,1:42:39,1:42:46,7,63,Success,
Machine Learning Extracted Event,Back in the deposition.,1:43:09,1:43:14,5,23,Success,
Machine Learning Extracted Event,"SOMEONE faces SOMEONE. SOMEONE sucks her lower lip in, eyeing SOMEONE sympathetically. SOMEONE emphatically shrugs a hand. Back at Facebook.",1:43:31,1:43:42,11,140,Fail,
Machine Learning Extracted Event,SOMEONE backs away.,1:44:42,1:44:47,5,19,Fail,
Machine Learning Extracted Event,"In his fists, he turns and heads out.",1:44:46,1:44:52,6,37,Fail,
Machine Learning Extracted Event,SOMEONE strolls over and hands him a check.,1:44:49,1:44:55,6,43,Fail,
Machine Learning Extracted Event,"SOMEONE winds up to punch SOMEONE, who recoils cravenly. The ousted CFO smiles.",1:44:59,1:45:07,8,79,Fail,
Machine Learning Extracted Event,"SOMEONE stares after his friend with a furrowed brow and swallows hard. Turning on the spot, SOMEONE faces the staff and shrugs playfully.",1:45:14,1:45:25,11,138,Fail,
Machine Learning Extracted Event,"Facing SOMEONE, SOMEONE puts a hand on his shoulder.",1:45:35,1:45:41,6,52,Fail,
Machine Learning Extracted Event,She sets down two oblong boxes and goes.,1:46:29,1:46:35,6,40,Fail,
Machine Learning Extracted Event,The two young men stare after the slender mini-skirted blonde.,1:46:32,1:46:38,6,62,Fail,
Machine Learning Extracted Event,"Grinning, SOMEONE stands and faces his staffer.",1:46:38,1:46:45,7,47,Fail,
Machine Learning Extracted Event,"There's a guy playing an acoustic guitar, two girls making out, and a group smoking pot. Upstairs, SOMEONE enters a room with Ashleigh, two other girls and a guy.",1:47:17,1:47:29,12,162,Fail,
Machine Learning Extracted Event,"Guest opens the door to two policemen. They step inside, shining their flashlights.",1:47:52,1:48:00,8,83,Fail,
Machine Learning Extracted Event,"Sobering, SOMEONE knits his brow and leaves the room. He crosses a room on the other side.",1:48:22,1:48:29,7,90,Fail,
Machine Learning Extracted Event,Finds to slide on the others.,1:48:51,1:48:56,5,29,Success,
Machine Learning Extracted Event,"The officer grabs SOMEONE's hand and shines his light on it, finding it dusted with coke.",1:48:58,1:49:07,9,89,Success,
Machine Learning Extracted Event,SOMEONE fumbles two items from his pocket and sets them on the table.,1:49:15,1:49:22,7,69,Success,
Machine Learning Extracted Event,The cops face the others.,1:49:29,1:49:34,5,25,Success,
Machine Learning Extracted Event,"The first cop shines his light on SOMEONE, who turns away and runs a hand over his hair. At Facebook headquarters, SOMEONE slumps at his desk.",1:49:39,1:49:50,11,142,Fail,
Machine Learning Extracted Event,"Straightening, he answers his cell.",1:49:48,1:49:54,6,35,Fail,
Machine Learning Extracted Event,At a police station.,1:49:52,1:49:57,5,20,Fail,
Machine Learning Extracted Event,SOMEONE listens gravely.,1:49:54,1:50:00,6,24,Fail,
Machine Learning Extracted Event,"In the background, a staffer turns off the conference room lights.",1:49:57,1:50:03,6,66,Fail,
Machine Learning Extracted Event,SOMEONE's chest heaves.,1:50:09,1:50:14,5,23,Fail,
Machine Learning Extracted Event,"On the other end, SOMEONE gives a weary shake of the head.",1:50:48,1:50:55,7,58,Success,
Machine Learning Extracted Event,He swallows and shuts his eyes.,1:50:54,1:51:00,6,31,Success,
Machine Learning Extracted Event,"He flips his phone shut. Swiveling in his chair, he heaves a sigh. Then takes a freshly printed business card from one of the oblong boxes.",1:50:58,1:51:09,11,139,Fail,
Machine Learning Extracted Event,"It reads, ""I'm CEO, bitch. SOMEONE Zuckerberg."" He eyes the card then clenches it between his curling fingers.",1:51:06,1:51:17,11,110,Fail,
Machine Learning Extracted Event,He sets it aside with an unhappy sneer.,1:51:14,1:51:20,6,39,Fail,
Machine Learning Extracted Event,He faces an open laptop and punches.,1:51:25,1:51:30,5,36,Fail,
Machine Learning Extracted Event,He turns to face the young attorney.,1:51:32,1:51:38,6,36,Fail,
Machine Learning Extracted Event,Turns away shyly. Shuts his laptop then face to.,1:51:46,1:51:52,6,48,Fail,
Machine Learning Extracted Event,SOMEONE sighs and drums his laptop.,1:52:02,1:52:07,5,35,Fail,
Machine Learning Extracted Event,SOMEONE taps his laptop.,1:53:00,1:53:04,4,24,Fail,
Machine Learning Extracted Event,SOMEONE heads out.,1:53:25,1:53:30,5,18,Fail,
Machine Learning Extracted Event,She turns back.,1:53:31,1:53:36,5,15,Fail,
Machine Learning Extracted Event,SOMEONE regards him sympathetically.,1:53:37,1:53:43,6,36,Fail,
Machine Learning Extracted Event,Reception area outside. SOMEONE lingers.,1:53:44,1:53:50,6,40,Fail,
Machine Learning Extracted Event,He eyes his laptop screen. His jaw tensely clenched.,1:53:50,1:53:57,7,52,Fail,
Machine Learning Extracted Event,He stares at it.,1:54:03,1:54:08,5,16,Success,
Machine Learning Extracted Event,He add SOMEONE as a friend.,1:54:09,1:54:14,5,27,Success,
Machine Learning Extracted Event,"Cancel request pop up notes, SOMEONE have to confirm that you are friends.",1:54:13,1:54:20,7,74,Success,
Machine Learning Extracted Event,SOMEONE's cursor moves to the send request button.,1:54:17,1:54:23,6,50,Success,
Machine Learning Extracted Event,Then gazes.,1:54:29,1:54:34,5,11,Success,
